source,target,relation
Neuvillette,Paimon,knows
Natlan,land of endless war,has_attribute
Natlan,nation where humans and dragons coexist,has_attribute
Il Capitano,war in Natlan,participates_in
Traveler,Il Capitano,knows
Neuvillette,Il Capitano,knows
Traveler,Bedtime Story,participates_in
Paimon,Bedtime Story,participates_in
Bedtime Story,Missing Person Investigation,includes
Katheryne,Vimara Village,from
Traveler,Katheryne,knows
Paimon,Katheryne,knows
Traveler,Paimon,knows
Bahram,Vimara Village,from
Amadhiah,Vimara Village,from
Atossa,Vimara Village,from
Pyro Abyss Mage,Abyss Order,member_of
Pyro Abyss Mage,Traveler,opposes
Hilichurls,Vimara Village,from
Dainsleif,Abyss Order,opposes
Vedrfolnir,Visionary,plays_role
Vedrfolnir,Five Sinners of Khaenri'ah,member_of
Rhinedottir,Five Sinners of Khaenri'ah,member_of
Surtalogi,Five Sinners of Khaenri'ah,member_of
Rerir,Five Sinners of Khaenri'ah,member_of
Hroptatyr,Five Sinners of Khaenri'ah,member_of
Five Sinners of Khaenri'ah,Dainsleif,opposes
Dainsleif,Missing Person Investigation,participates_in
Traveler's Sibling,Golden Sword,has
Traveler's Sibling,Abyss Order,member_of
Dainsleif,Traveler's Sibling,knows
Bedtime Story,Vimara Village,occurs_in
Traveler,Investigating Caribert's Commission,participates_in
Atossa,Caribert,knows
Traveler,Caribert,knows
Caribert,Traveler's sibling,knows
Caribert,Atossa,knows
Caribert,Consciousness,has_attribute
Traveler,Caribert's Consciousness,participates_in
Loom of Fate,Create Ley Lines,has_attribute
Loom of Fate,Create and implant memories,has_attribute
Caribert,Foundation of Loom of Fate,plays_role
Events in Vimara Village,Caribert's doing,has_attribute
Traveler,Dainsleif,knows
Caribert,Loom of Fate,has
Caribert,Eye,has
Traveler's sibling,Caribert,knows
Caribert,Implanted false memory,has_attribute
Traveler,Traveler's sibling,knows
Traveler's sibling,Divine,opposes
Heavenly Principles,Awakening,has_attribute
Divine Throne of Hydro,Destroyed,has_attribute
Traveler's sibling,Loneliness,has_attribute
Caribert's memory,Collapse,has_attribute
Paimon,Traveler,knows
Villagers,Traveler,knows
Dainsleif,Traveler,knows
Villagers,Caribert,knows
Traveler,Paimon,knows
Atossa,Caribert,knows
Traveler,Picture,has
Picture,Traveler,includes
Picture,Traveler's sibling,includes
Picture,Caribert,includes
Paimon,Pilgrimage,participates_in
Kachina,Pilgrimage,participates_in
Kinich,Scions of the Canopy,member_of
Scions of the Canopy,Natlan,from
Mualani,People of the Springs,from
People of the Springs,Natlan,from
Masters of the Night-Wind,Natlan,from
Flower-Feather Clan,Natlan,from
Collective of Plenty,Natlan,from
Traveler,Pilgrimage,participates_in
Contending Fire,fuel for Sacred Flame,has_attribute
Sacred Flame,Abyss,opposes
Abyss,Natlan,from
Pilgrimage,instill teamwork,has_attribute
Ode of Resurrection,works on Ancient Names,has_attribute
Traveler,Paimon,knows
Traveler,Mualani,knows
Traveler,Kachina,knows
Traveler,Kinich,knows
Mualani,Night Warden Wars,participates_in
Kachina,Pilgrimage,participates_in
Mualani,Pilgrimage,participates_in
Tepexpan,Pilgrimage,participates_in
Tamuin,Pilgrimage,participates_in
Nkunga,Pilgrimage,participates_in
Liliuo,Pilgrimage,participates_in
Kachina,Night Warden Wars,participates_in
Chasca,Night Warden Wars,participates_in
Iansan,Night Warden Wars,participates_in
Kaiulani,Night Warden Wars,participates_in
Kibangu,Night Warden Wars,participates_in
Atea,Mualani,knows
Amina,Natlan,from
Traveler,Flowers Resplendent on the Sun-Scorched Sojourn,participates_in
Atea,Abandoned Hot Spring,knows
Atea,Injured,has_attribute
Mualani,Traveler,knows
Mualani,Paimon,knows
Abyss,Traveler,opposes
Abyss,Mualani,opposes
Abyss,Atea,opposes
Abyss,Village,opposes
Pylon,Abandoned Spring Area,occurs_in
Atea,Pylon,opposes
Traveler,Pylon,opposes
Traveler,Purification Powers,has
Atea,Abyssal Contamination,has_attribute
Atea,Talisman,has
Traveler,Talisman,has
Pyro Archon,Traveler,knows
Quick Start,feature,has_attribute
Quick Start,Version 2.6,occurs_in
Quick Start,allows players to skip certain prerequisite Quests,has_attribute
Quick Start,allows players to still experience the gameplay and earn rewards,has_attribute
Quick Start,currently available for a limited time,has_attribute
Quick Start,available for certain Quests released during or after Version 5.0,has_attribute
Quick Start,many Events before Version 4.0,occurs_in
Using Quick Start,may impact player's experience,has_attribute
Story and dialogue,do not change based on whether the player has completed the recommended prerequisite quests,has_attribute
Event story,may be incongruous with player's progression outside of the event,has_attribute
Event story,may have spoilers for quests not yet completed,has_attribute
Quick Start,cannot skip all quest requirements,has_attribute
Graven Innocence,allowed players to participate without completing The Trail of the God of Wisdom,has_attribute
Graven Innocence,required players to have completed Prologue: Act I - The Outlander Who Caught the Wind,has_attribute
No events after Secret Summer Paradise,utilize Quick Start,has_attribute
Secret Summer Paradise,Version 3.8,occurs_in
17 Events,with Quick Start feature,has_attribute
4 Quests,with Quick Start feature,has_attribute
Quick Start,Version 5.0,occurs_in
Quick Start,Version 3.2,occurs_in
Quick Start,Version 3.0,occurs_in
Quick Start,Version 2.7,occurs_in
Quick Start,Version 2.6,occurs_in
Traveler,Adepti Search,participates_in
Paimon,Adepti Search,participates_in
Childe,Liyue Qixing,knows
Liyue Qixing,Rex Lapis's body,has
Traveler,The Seven,knows
Childe,The Seven,knows
Traveler,Meeting with Zhongli,participates_in
Paimon,Meeting with Zhongli,participates_in
Childe,Meeting with Zhongli,participates_in
Zhongli,Wangsheng Funeral Parlor,member_of
Zhongli,Consultant,plays_role
Traveler,Funeral Preparations,participates_in
Zhongli,Funeral Preparations,participates_in
Noctilucous Jade,Pyro affinity,has_attribute
Traveler,Jade Testing,participates_in
Zhongli,Jade Testing,participates_in
Dadaupa Gorge,Jade Testing,occurs_in
Traveler,Perfume Creation,participates_in
Zhongli,Perfume Creation,participates_in
Silk Flowers,Bolai,from
Ying'er,Perfume Creation,participates_in
Traveler,Retrieving Cleansing Bell,participates_in
Madame Ping,Cleansing Bell,has
Madame Ping,Adepti,member_of
Zhongli,Kite Retrieval,participates_in
Granny Shan,Kites,has
Traveler,Hiring Workers,participates_in
Childe,Hiring Workers,participates_in
Tic,Hiring Workers,participates_in
Tac,Hiring Workers,participates_in
Toe,Hiring Workers,participates_in
Traveler,Incense Acquisition,participates_in
Zhongli,Incense Acquisition,participates_in
Qiqi,Bubu Pharmacy,member_of
Traveler,Cocogoat Hunt,participates_in
Zhongli,Cocogoat Hunt,participates_in
Qiqi,Cocogoat Hunt,participates_in
Guizhong Ballista,Mt. Tianheng,occurs_in
Treasure Hoarders,Traveler,opposes
Treasure Hoarders,Zhongli,opposes
Treasure Hoarders,Qiqi,opposes
Adepti,Osial,opposes
Qixing,Osial,opposes
Ningguang,Guizhong Ballistas,has
Cloud Retainer,Manning Ballistas,plays_role
Mountain Shaper,Manning Ballistas,plays_role
Moon Carver,Manning Ballistas,plays_role
Fatui,Adepti,opposes
Fatui,Qixing,opposes
Keqing,Millelith,member_of
Traveler,Fighting Osial,participates_in
Xiao,Fighting Osial,participates_in
Ganyu,Fighting Osial,participates_in
Madame Ping,Fighting Osial,participates_in
Ningguang,Jade Chamber,has
Jade Chamber,Massive weight,has_attribute
Zhongli,Signora,knows
Zhongli,Childe,knows
Zhongli,Geo Archon,plays_role
Zhongli,Rite of Descension,participates_in
Zhongli,Gnosis,has
Signora,Gnosis,has
Traveler,Rite of Parting,participates_in
Keqing,Traveler,knows
Traveler,Zhongli,knows
Inazuma,Sealed off,has_attribute
Baal,Archon of Inazuma,plays_role
Baal,Vision Hunt Decree,has
Traveler,Paimon,knows
Traveler,Dainsleif,knows
Traveler,Adventurers' Guild,member_of
Ganyu,Adventurers' Guild,member_of
Lan,Adventurers' Guild,member_of
Treasure Hoarders,Abyss Order,opposes
Traveler,Commission against Abyss Order,participates_in
Abyss Herald,Abyss Order,member_of
Dainsleif,Abyss Order,knows
Khaenri'ah,No Gods,has_attribute
Ruin Guards,Khaenri'ah,from
Abyss Mages,Abyss Order,member_of
Osial,Abyss Order's plan,member_of
Liyue Qixing,Osial,opposes
Adepti,Osial,opposes
Traveler,Barbara,knows
Abyss Order,Boreas,opposes
Abyss Order,Wolvendom,attacks
Traveler,Dainsleif,knows
Traveler,Abyss Order Attack on Wolvendom,participates_in
Dainsleif,Abyss Order Attack on Wolvendom,participates_in
Boreas,Wolvendom,from
Herald,Abyss Order,member_of
Traveler,Herald,opposes
Field Tiller,Stormterror's Lair,occurs_in
Field Tiller,Strange Machine,has_attribute
Tyrant's Final Fury,Missile Attacks,has_attribute
Dainsleif,Field Tiller's Eye,has
Dainsleif,Twilight Sword,plays_role
Dainsleif,Khaenri'ah,from
Traveler,Sibling,knows
Dainsleif,Sibling,knows
Sibling,Abyss Order,member_of
Traveler,Search for Weird Statue,participates_in
Paimon,Search for Weird Statue,participates_in
Dainsleif,Search for Weird Statue,participates_in
Traveler,Paimon,knows
Barbara,Tyrant's Final Fury,knows
Rosaria,Abyss Order Attack on Wolvendom,knows
Traveler,Rosaria,knows
Black Stone Under a White Stone,Act II,plays_role
Black Stone Under a White Stone,Chapter V,occurs_in
Black Stone Under a White Stone,Flowers Resplendent on the Sun-Scorched Sojourn,after
Black Stone Under a White Stone,Kachina's Death,includes
Kachina,Night Warden Wars,participates_in
Kachina,inexperienced,has_attribute
Ode of Resurrection,reviving,has_attribute
Abyss,Teyvat,opposes
Pyro Archon,Abyss,opposes
Kinich,comission,has
Mavuika,Archon,plays_role
Mavuika,Ode of Resurrection,participates_in
Mavuika,Sacred Flame,occurs_in
Tepexpan,heckling,has_attribute
Tamuin,heckling,has_attribute
Chasca,Tepexpan,opposes
Chasca,Tamuin,opposes
Mualani,Traveler,knows
Mavuika,Mualani,knows
Mavuika,Traveler,knows
Masters of the Night-Wind,Kachina's Ancient Name,knows
Mualani,Kachina's Rescue,participates_in
Traveler,Kachina's Rescue,participates_in
Chasca,Kachina's Rescue,participates_in
Mavuika,Archon,has_attribute
Contending Fire,insufficient,has_attribute
Fatui,Natlan,occurs_in
Capitano,Eleven Fatui Harbingers,member_of
Capitano,Mavuika,opposes
Mavuika,Capitano,opposes
Masters of the Night-Wind,Capitano,opposes
Kinich,Citlali,knows
Spiritspeaker Stone,required for Night Kingdom Entry,has_attribute
Traveler,Ritual,participates_in
Chasca,Wayna,knows
Chasca,Ritual,participates_in
Wayna,Spiritspeaker Stone,has
Wayna,Vichama,knows
Vichama,Mallko,knows
Vichama,Ritual,participates_in
Traveler,Abyssal Energy Purification,participates_in
Chasca,Bow,has
Traveler,Finding Mallko's Memory,participates_in
Vichama,Contaminated with Abyssal Energy,has_attribute
Wayna,Chuychu,knows
Chuychu,Chasca,knows
Wayna,Citlali,knows
Kachina,Ancient Name,has_attribute
Mavuika,Capitano,opposes
Pyro Archon,Mementos,has
Tenoch,Natlan,member_of
Mavuika,Paimon,knows
Kachina,Abyss,opposes
Wayob,Kachina,knows
Abyss,Wayob,opposes
Mualani,Kachina,knows
Mavuika,Iansan,knows
Iansan,Journey to Night Kingdom,participates_in
Paimon,Journey to Night Kingdom,participates_in
Chasca,Journey to Night Kingdom,participates_in
Elemental Sovereigns,Natlan,from
Hilichurls,Abyss,member_of
Saurian Manifestations,Abyss,member_of
Mallko,Abyss,member_of
Mallko,Vichama,knows
Kachina,Riftwolves,opposes
Traveler,Trip to Wayob,participates_in
Paimon,Trip to Wayob,participates_in
Mallko,Trip to Wayob,participates_in
Kachina,Trip to Wayob,participates_in
Mualani,Trip to Wayob,participates_in
Wayob,Night Kingdom,occurs_in
Comonqui,Abyss Lector,plays_role
Comonqui,Mallko,opposes
Pyro Archon,Primordial Power,has_attribute
Mualani,Comonqui,opposes
Kachina,Comonqui,opposes
Tupac,Spectral Entity,has_attribute
Mualani,Tupac,knows
Mualani,Plan to Save Natlan,knows
Plan to Save Natlan,Cataclysm,occurs_in
Wayob,Kachina,knows
Mavuika,Escape from Night Realm,participates_in
Iansan,Mavuika's Actions,knows
Chuychu,Traveler,knows
Traveler,Abyss Immunity,has_attribute
Paimon,Abyss Immunity,has_attribute
Mavuika,Plan to Save Natlan,knows
Kinich,Plan to Save Natlan,member_of
Iansan,Plan to Save Natlan,member_of
Xilonen,Plan to Save Natlan,member_of
Mualani,Plan to Save Natlan,member_of
Mavuika,Keepsakes,has
Keepsakes,Contending Flame,has_attribute
Mavuika,Traveler,knows
Mavuika,Xilonen,knows
Rezanov,Capitano,knows
Pyro Archon,Gnosis,has_attribute
Capitano,Mavuika,knows
Black Stone Under a White Stone,Trip to Wayob,includes
Beyond the Smoke and Mirrors,Act III,plays_role
Beyond the Smoke and Mirrors,Chapter V,includes
Beyond the Smoke and Mirrors,Natlan,occurs_in
Piltzin,Abyss' movements,knows
Piltzin,Adventurers' Guild,member_of
Traveler,Piltzin,knows
Paimon,Piltzin,knows
Pyro Archon,Abyss,opposes
Pyro Archon,Scions of the Canopy,member_of
Katheryne,Adventurers' Guild,member_of
Kachina,Traveler,knows
Kachina,Paimon,knows
Xilonen,Ancient Name creator,plays_role
Mavuika,Traveler,knows
Traveler,outlander,from
Ancient Name,difficult to create,has_attribute
Night Kingdom,records deeds,has_attribute
Xilonen,Mavuika,knows
Wayob,Natlan,member_of
Children of Echoes,Wayob,member_of
Citlali,Night Kingdom,knows
Citlali,Wayob,knows
Paimon,Citlali,knows
Kinich,Citlali,knows
Ororon,Masters of the Night-Wind,member_of
Ororon,Capitano,knows
Citlali,Ororon,knows
Ororon,Fatui,member_of
Traveler,Xilonen,knows
Paimon,Xilonen,knows
Citlali,Traveler,knows
Citlali,Paimon,knows
Lord of the Night,Night Kingdom,member_of
Lord of the Night,Slumber,has_attribute
Sacred Flame,Abyss,opposes
Traveler,Tracking Ororon,participates_in
Paimon,Tracking Ororon,participates_in
Xilonen,Rite Preparation,participates_in
Citlali,Ororon's Home,investigates
Ororon,Phlogiston Aphids,has
Fatui,Snezhnaya,member_of
Ororon,Citlali,knows
Ororon,Traveler,knows
Ororon,Paimon,knows
Traveler,Paimon,knows
Traveler,Citlali,knows
Citlali,Paimon,knows
Ororon's Disappearance,Night Kingdom,occurs_in
Ororon,Masters of Night-Wind,member_of
Capitano,Traveler,knows
Capitano,Mavuika,opposes
Meeting,Stadium,occurs_in
Ororon,Fatui,member_of
Citlali,Fatui,opposes
Ororon,Capitano,knows
Coyopa,Speaker's Chamber,member_of
Traveler,Capitano,knows
Capitano,Childe,knows
Tsaritsa,Gnosis,has
Mavuika,Doubt,has_attribute
Traveler,Meeting with Ororon,participates_in
Ororon,Information about Natlan,knows
Ororon,Fatui,member_of
Citlali,Ororon,opposes
Paimon,Intervention,participates_in
Traveler,Ororon's possible knowledge,knows
Ororon,Deception,has_attribute
Citlali,Anger,has_attribute
Traveler,Conversation with Citlali,participates_in
Citlali,Duty,has
Meeting with Citlali,Weary Inn,occurs_in
Citlali,Intoxication,has_attribute
Chanca,Citlali's friendship with outlanders,knows
Traveler,Citlali's thoughts,knows
Citlali,Insecurity,has_attribute
Ororon,Incomplete soul,has_attribute
Ororon,Citlali's tribe,member_of
Citlali's tribe,Ritual,participates_in
Ritual,Failure,has_attribute
Traveler,Conversation with Mavuika,participates_in
Abyss,Nation-wide attack,participates_in
Citlali,Tribe,member_of
Mualani,Children of Echoes,member_of
Chasca,Search for survivors,participates_in
Chuychu,Search for survivors,participates_in
Iansan,Tribe,member_of
Mavuika,Backup plan,knows
Mavuika,Defense,participates_in
Traveler,Assisting Mualani,participates_in
Traveler,Rescuing caravan,participates_in
Chasca,Fatui's defense,knows
Chuychu,Fatui's defense,knows
Fatui,Defending people,participates_in
Chasca,Intelligence gathering,participates_in
Chuychu,Intelligence gathering,participates_in
Fatui,Source Mechanism,has
Mavuika,Secret Source,knows
Ororon,Citlali,knows
Traveler,Citlali,knows
Traveler,Paimon,knows
Paimon,Citlali,knows
Ororon,Fatui,opposes
Capitano,Fatui,member_of
Tarko,Fatui,member_of
Ororon,periodic soul instability,has_attribute
Ororon,memories,has
Capitano,Ororon,knows
Capitano,Mavuika,opposes
Ororon,Mavuika,knows
Capitano,Night Kingdom,knows
Ororon,Night Kingdom,knows
Capitano,plan to rebuild Ley Lines,has
Citlali,Capitano's plan,knows
Traveler,Capitano's plan,knows
Paimon,Capitano's plan,knows
Traveler,Abyss invasion defense,participates_in
Paimon,Abyss invasion defense,participates_in
Mavuika,Gnosis,has
Natlanese,Abyss,opposes
Fatui,Abyss,opposes
Kinich,rift,investigates
Abyss invasion,Natlan,occurs_in
Traveler,Sulfurous Veins defenders,assists
Chimalli,Children of Echoes,member_of
Traveler,crash site,investigates
Paimon,battle report,knows
Scions of the Canopy,Abyss,opposes
Maztl,tumors,knows
Tumors,sky-demon,from
Traveler,evacuation,participates_in
Paimon,evacuation,participates_in
Kachina,Abyss,opposes
Xilonen,Abyss,opposes
Pacal,evacuation,orders
Kinich,tumors,knows
Flower-Feather Clan,tumors,affected_by
Chasca,Chuychu,knows
Chuychu,abyssal energy,affected_by
Traveler,abyssal energy,purifies
Chuychu,injuries,dies
Menilek,Ancient Name,has_attribute
Mavuika,Chuychu,honors
Mavuika,ritual,leads
Six heroes,ritual,participates_in
Archon,Night Warden War,declares
Ode of Resurrection,Natlan,applies_to
Six heroes,Abyss,opposes
Traveler,Tumor Destruction,participates_in
Mavuika,Tumor Destruction,participates_in
Abyss,Natlanese,opposes
Kinich,Abyss's Plan,knows
Abyss,Sacred Flame,opposes
Mavuika,Powers,has
Mavuika,Rift Destruction,participates_in
Natlanese,Natlan,member_of
Feast,Weary Inn,occurs_in
Mavuika,Abyss Battle,participates_in
Abyss,Night Kingdom,member_of
Mavuika,Funeral,participates_in
Xilonen,Moment of Silence,participates_in
Capitano,Natlanese Victory,participates_in
Mavuika,Chuychu's Death,knows
Traveler,Journey to Night Kingdom,participates_in
Mavuika,Journey to Night Kingdom,participates_in
Citlali,Mavuika's Death,knows
Mavuika,Ronova's Powers,has
Traveler,Abyss Resistance,has_attribute
Mavuika,Traveler's Resistance,knows
Traveler,Ancient Name,has
Mavuika,Final Assault,participates_in
Traveler,Final Assault,participates_in
Paimon,Abyss Threat,knows
Capitano,Mavuika's Power Use,knows
Lord of the Night,Mavuika's Power Use,knows
Ruler of Death,Capitano's Journey,knows
All Fires Fuel the Flame,Interlude Act,plays_role
All Fires Fuel the Flame,Abyssal invasion,includes
Paimon,Traveler,knows
Paimon,Flower-Feather Clan,knows
Flower-Feather Clan,most affected by Abyssal invasion,has_attribute
Iansan,Collective of Plenty,member_of
Iansan,Traveler,knows
Iansan,Mutota,knows
Mutota,chief,plays_role
Mutota,Atoco,knows
Mutota,Cochitta,knows
Mutota,Ocotlan,knows
Atoco,post-traumatic stress disorder,has_attribute
Cochitta,post-traumatic stress disorder,has_attribute
Ocotlan,post-traumatic stress disorder,has_attribute
Gosoythoth,Abyssal rift,plays_role
Gosoythoth,Reaper of the Abyss,plays_role
Traveler,purification attempt,participates_in
Iansan,Atoco,knows
Atoco,Duarte,knows
Duarte,saurian companion,plays_role
Izcalli,Duarte,knows
Traveler,Qucusaurus,plays_role
Atoco,Traveler,knows
Cochitta,younger brother,has_attribute
Cuallee,Cochitta's brother,plays_role
Traveler,Cochitta,knows
Cochitta,fighting monsters,participates_in
Traveler,fighting monsters,participates_in
Iansan,fighting monsters,participates_in
Ohtli,Traveler,knows
Itotia,Traveler,knows
Ocotlan,out of control,has_attribute
Ocotlan,Munay,knows
Munay,Ocotlan's father,plays_role
Iansan,Ocotlan,knows
Traveler,Ocotlan,knows
Capitano,Ocotlan,knows
Ocotlan,Abyssal Corrosion Syndrome,has_attribute
Draught of Lucidity,cure for Abyssal Corrosion Syndrome,has_attribute
Iansan,Capitano,knows
Capitano,Khaenri'ah,from
Capitano,Natlan,knows
Capitano,Abyss,opposes
Guthred,skilled in medicine,has_attribute
Guthred,military doctor,plays_role
Guthred,second-in-command,plays_role
Capitano,Traveler,knows
Traveler,Mavuika,knows
Mavuika,Ronova's power,has
Ronova,Ruler of Death,has_attribute
Traveler,Iansan,knows
Iansan,Traveler,knows
Traveler,Xilonen,knows
Xilonen,creating the Traveler's Ancient Name,has_attribute
Traveler,Mualani,knows
Traveler,Kinich,knows
Traveler,Ajaw,knows
Traveler,Kachina,knows
Traveler,Citlali,knows
Traveler,Ororon,knows
Traveler,Chasca,knows
Chasca,Traveler,knows
Xilonen,Traveler,knows
Xilonen,Paimon,knows
Paimon,Xilonen,knows
Traveler,Incandescent Ode of Resurrection,participates_in
Incandescent Ode of Resurrection,Archon Quest,plays_role
Incandescent Ode of Resurrection,Chapter V,includes
Incandescent Ode of Resurrection,All Fires Fuel the Flame,after
Traveler,Mavuika,knows
Traveler,Paimon,knows
Traveler,Capitano,knows
Traveler,Guthred,knows
Traveler,Xilonen,knows
Traveler,Citlali,knows
Traveler,Kachina,knows
Traveler,Mualani,knows
Traveler,Kinich,knows
Traveler,Amina,knows
Traveler,Iansan,knows
Traveler,Ororon,knows
Traveler,Toto,knows
Traveler,Hanwi,knows
Paimon,Traveler,knows
Mavuika,Ancient Name,has_attribute
Night Kingdom,Incandescent Ode of Resurrection,occurs_in
Capitano,Traveler,opposes
Mavuika,Entering the Night Kingdom,participates_in
Xilonen,Entering the Night Kingdom,participates_in
Citlali,Entering the Night Kingdom,participates_in
Mavuika,Painting,has_attribute
Kachina,Mualani,knows
Amina,Kinich,knows
Atea,People of the Springs,member_of
Iansan,Saurian companion,has
Ororon,Guthred,knows
Ororon,Thrain,knows
Capitano,Amalgamation of souls,has_attribute
Xilonen,Traveler's Ancient Name,has
Kachina,Kinich,knows
Kachina,Mualani,knows
Hanwi,Tepetlisaurus,has_attribute
Hanwi,Ayo's mom,plays_role
Traveler,Abyssal Corrosion Syndrome treatment,participates_in
Ayo,despondent,has_attribute
Ayo,Kachina,knows
Ayo,Hanwi,knows
Ayo,Anpao,knows
Traveler,Ayo,knows
Traveler,Kachina,knows
Traveler,Hanwi,knows
Traveler,Anpao,knows
Traveler,Paimon,knows
Traveler,Xilonen,knows
Traveler,Citlali,knows
Traveler,Mavuika,knows
Traveler,Vichama,knows
Traveler,Zumalli,knows
Traveler,Hnaska,knows
Traveler,Cetan,knows
Traveler,Atea,knows
Traveler,Mallko,knows
Traveler,Hine,knows
Xilonen,creates Ancient Name,has_attribute
Tumaini,hope,has_attribute
Ancient Name forging,Natlan,occurs_in
Traveler,Ancient Name,has
Sulfurous Veins,Natlan,occurs_in
Traveler,Ancient Name test,participates_in
Citlali,Xilonen,knows
Mavuika,Hine,knows
Atea,Mualani,knows
Mallko,Vichama,knows
Traveler,Mimesis Battle,participates_in
Vichama,Mimesis Battle,participates_in
Bona,Mimesis Battle,participates_in
Cocoui,Mimesis Battle,participates_in
Guthred,Mimesis Battle,participates_in
Chuychu,Chasca,knows
Chuychu,iktomisaurus,has
Chuychu,qucusaur,has
Traveler,Battle with Gosoythoth,participates_in
Mavuika,Battle with Gosoythoth,participates_in
Gosoythoth,Battle with Gosoythoth,participates_in
Traveler,Pyro,has_attribute
Yohualtecuhtin,Lord of the Night,plays_role
Mavuika,Natlan Celebration,participates_in
Traveler,Natlan Celebration,participates_in
Chasca,Natlan Celebration,participates_in
Citlali,Traveler,knows
Traveler,Ochkanatlan Investigation,participates_in
Citlali,Ochkanatlan Investigation,participates_in
Ronova,Mavuika,opposes
Capitano,Mavuika,knows
Capitano,Ronova,opposes
Capitano,Khaenri'ah,from
Sadigua,Traveler,knows
Traveler,Celebration in Natlan,participates_in
Paimon,Celebration in Natlan,participates_in
Celebration in Natlan,Natlan,occurs_in
Traveler,Mavuika,knows
Paimon,Mavuika,knows
Traveler,Gnosis,knows
Paimon,Gnosis,knows
Capitano,Tsaritsa,knows
Capitano,Mission to steal Pyro Gnosis,has_attribute
Tsaritsa,Capitano's mission,opposes
Mavuika,Harbingers,knows
Mavuika,Pyro Gnosis,knows
Mavuika,Nod-Krai,knows
Mavuika,Snezhnaya,knows
Nod-Krai,Conflict with Snezhnaya,has_attribute
Traveler,Nod-Krai,knows
Mavuika,Dottore,knows
Dottore,Harbingers,member_of
Dottore,Plan to control elements without Vision,has_attribute
Mavuika,Dottore's plan,knows
Dottore,Investigating Teyvat's false sky,has_attribute
Mavuika,Teyvat's false sky,knows
Chapter VI,Snezhnaya,occurs_in
Tsaritsa,God of Snezhnaya,plays_role
Tsaritsa,Celestia,opposes
Fatui,Snezhnaya,member_of
Fatui,loyalty to Tsaritsa,has_attribute
Chapter ??,Archon Quest,plays_role
Chapter ??,Chapter VI,after
Chapter VI,Epilogue,plays_role
Chapter ??,Khaenri'ah,occurs_in
Khaenri'ah,fallen kingdom,has_attribute
Khaenri'ah,Teyvat,from
